CUSIP Number,SEDOL Number,Local Currency Code,Trade Country Name,Security Name,Security Description,Maturity Date,Interest Rate,Original Face,Shares/Par Value,Base Market Value,Base Total Cost,Base Unrealized Gain/Loss,Base Accrued Interest,Local Market Value,Local Total Cost Amount,Local Unrealized Gain/Loss,Local Accrued Interest,Period End Date,Asset Class,Investment Type Name,Major Industry Name,Minor Industry Name,Moody's Quality Rating,S and P Quality Rating,Direct/Group Trust Holding
'645370107,'BJFSR55,USD,UNITED STATES OF AMERICA (THE),NEW HOME CO INC/THE,COMMON STOCK USD.01,12/31/1899,0,0,1008.16,11563.57,12634.16,-1070.59,0,11563.57,12634.16,-1070.59,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES,NA,NR,Group Trust
'663136901,'6631363,JPY,JAPAN,NEW JAPAN RADIO CO LTD,COMMON STOCK,12/31/1899,0,0,12444.51,75313.87,72474.66,2839.21,0,8462266.61,8792366.15,-330099.54,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SEMICONDUCTORS & SEMICONDUCTOR,NA,NA,Group Trust
'646025106,'2630513,USD,UNITED STATES OF AMERICA (THE),NEW JERSEY RESOURCES CORP,COMMON STOCK USD2.5,12/31/1899,0,0,597.77,23731.37,22554.56,1176.81,0,23731.37,22554.56,1176.81,0,6/30/17,EQUITY,COMMON STOCK,UTILITIES,GAS UTILITIES,NA,B+,Group Trust
'646025106,'2630513,USD,UNITED STATES OF AMERICA (THE),NEW JERSEY RESOURCES CORP,COMMON STOCK USD2.5,12/31/1899,0,0,6735.39,267395,173901.73,93493.27,0,267395,173901.73,93493.27,0,6/30/17,EQUITY,COMMON STOCK,UTILITIES,GAS UTILITIES,NA,B+,Group Trust
'64704V106,'BH2R795,USD,UNITED STATES OF AMERICA (THE),NEW MEDIA INVESTMENT GROUP,COMMON STOCK USD.01,12/31/1899,0,0,4347.8,58608.3,68058.67,-9450.37,0,58608.3,68058.67,-9450.37,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,MEDIA,NA,NR,Group Trust
'647581107,'B1CN1G6,USD,UNITED STATES OF AMERICA (THE),NEW ORIENTAL EDUCATIO SP ADR,ADR USD.01,12/31/1899,0,0,2600,183274,162240,21034,0,183274,162240,21034,0,6/30/17,EQUITY,DEPOSITORY RECEIPTS,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'647581107,'B1CN1G6,USD,UNITED STATES OF AMERICA (THE),NEW ORIENTAL EDUCATIO SP ADR,ADR USD.01,12/31/1899,0,0,3191.13,224942.79,128937.91,96004.88,0,224942.79,128937.91,96004.88,0,6/30/17,EQUITY,DEPOSITORY RECEIPTS,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,0,0,Group Trust
'647581107,'B1CN1G6,USD,UNITED STATES OF AMERICA (THE),NEW ORIENTAL EDUCATIO SP ADR,ADR USD.01,12/31/1899,0,0,13862.28,977151.81,659982.66,317169.14,0,977151.81,659982.66,317169.14,0,6/30/17,EQUITY,DEPOSITORY RECEIPTS,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,0,0,Group Trust
'647581107,'B1CN1G6,USD,UNITED STATES OF AMERICA (THE),NEW ORIENTAL EDUCATIO SP ADR,ADR USD.01,12/31/1899,0,0,62930.07,4435940.55,1431099.56,3004840.99,0,4435940.55,1431099.56,3004840.99,0,6/30/17,EQUITY,DEPOSITORY RECEIPTS,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,0,0,Group Trust
'64829B100,'BT6T3N7,USD,UNITED STATES OF AMERICA (THE),NEW RELIC INC,COMMON STOCK USD.001,12/31/1899,0,0,2571.2,110587.17,88863.98,21723.18,0,110587.17,88863.98,21723.18,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,INTERNET SOFTWARE & SERVICES,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'64828T201,'BRJ9GW0,USD,UNITED STATES OF AMERICA (THE),NEW RESIDENTIAL INVESTMENT,REIT USD.01,12/31/1899,0,0,19794.03,307995.18,328442.42,-20447.24,0,307995.18,328442.42,-20447.24,0,6/30/17,EQUITY,REAL ESTATE INV TRST,FINANCIALS,MORTGAGE RE INVESTMENT TRUSTS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'648691103,'BRWZXS0,USD,UNITED STATES OF AMERICA (THE),NEW SENIOR INVESTMENT GROUP,REIT,12/31/1899,0,0,7291.37,73278.3,91621.61,-18343.31,0,73278.3,91621.61,-18343.31,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'B0FLGQ903,'B0FLGQ5,SEK,SWEDEN,NEW WAVE GROUP AB  B SHS,COMMON STOCK SEK3.0,12/31/1899,0,0,2036.84,13704.43,14442.88,-738.45,0,115590.73,129310.74,-13720.01,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,"TEXTILES, APPAREL & LUXURY GOO",NA,NA,Group Trust
'649445103,'2711656,USD,UNITED STATES OF AMERICA (THE),NEW YORK COMMUNITY BANCORP,COMMON STOCK USD.01,12/31/1899,0,0,30358.7,398609.72,460905.09,-62295.37,0,398609.72,460905.09,-62295.37,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,THRIFTS & MORTGAGE FINANCE,NA,B,Group Trust
'649604501,'B01LWM7,USD,UNITED STATES OF AMERICA (THE),NEW YORK MORTGAGE TRUST INC,REIT USD.02,12/31/1899,0,0,9414.3,58556.96,62477.03,-3920.07,0,58556.96,62477.03,-3920.07,0,6/30/17,EQUITY,REAL ESTATE INV TRST,FINANCIALS,MORTGAGE RE INVESTMENT TRUSTS,NA,NR,Group Trust
'650111107,'2632003,USD,UNITED STATES OF AMERICA (THE),NEW YORK TIMES CO A,COMMON STOCK USD.1,12/31/1899,0,0,2086.46,36930.27,25708.6,11221.67,0,36930.27,25708.6,11221.67,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,MEDIA,NA,B-,Group Trust
'650111107,'2632003,USD,UNITED STATES OF AMERICA (THE),NEW YORK TIMES CO A,COMMON STOCK USD.1,12/31/1899,0,0,8973.93,158838.5,158416.05,422.45,0,158838.5,158416.05,422.45,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,MEDIA,NA,B-,Group Trust
'651229106,'2635701,USD,UNITED STATES OF AMERICA (THE),NEWELL BRANDS INC,COMMON STOCK USD1.0,12/31/1899,0,0,30731.91,1647844.8,1631956.41,15888.39,0,1647844.8,1631956.41,15888.39,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES,NA,B+,Group Trust
'651290108,'2635079,USD,UNITED STATES OF AMERICA (THE),NEWFIELD EXPLORATION CO,COMMON STOCK USD.01,12/31/1899,0,0,14069.47,400417.15,436441.01,-36023.86,0,400417.15,436441.01,-36023.86,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,"OIL, GAS & CONSUMABLE FUELS",NA,C,Group Trust
'651511107,'B4LHRV7,USD,UNITED STATES OF AMERICA (THE),NEWLINK GENETICS CORP,COMMON STOCK USD.01,12/31/1899,0,0,1570.89,11546.04,31241.66,-19695.62,0,11546.04,31241.66,-19695.62,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,BIOTECHNOLOGY,NA,NR,Group Trust
'651587107,'B01CGF1,USD,UNITED STATES OF AMERICA (THE),NEWMARKET CORP,COMMON STOCK,12/31/1899,0,0,34.35,15817.59,13700.7,2116.89,0,15817.59,13700.7,2116.89,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CHEMICALS,NA,B+,Group Trust
'651587107,'B01CGF1,USD,UNITED STATES OF AMERICA (THE),NEWMARKET CORP,COMMON STOCK,12/31/1899,0,0,467.31,215188.71,138419.5,76769.21,0,215188.71,138419.5,76769.21,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CHEMICALS,NA,B+,Group Trust
'651639106,'2636607,USD,UNITED STATES OF AMERICA (THE),NEWMONT MINING CORP,COMMON STOCK USD1.6,12/31/1899,0,0,34127.23,1105380.93,975863.28,129517.65,0,1105380.93,975863.28,129517.65,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,METALS & MINING,NA,B,Group Trust
'651718504,'2636878,USD,UNITED STATES OF AMERICA (THE),NEWPARK RESOURCES INC,COMMON STOCK USD.01,12/31/1899,0,0,7438.67,54674.22,80594.5,-25920.29,0,54674.22,80594.5,-25920.29,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,ENERGY EQUIPMENT & SERVICES,NA,B,Group Trust
'65249B109,'BBGVT40,USD,UNITED STATES OF AMERICA (THE),NEWS CORP   CLASS A,COMMON STOCK USD.01,12/31/1899,0,0,23336.05,319703.88,373944.18,-54240.3,0,319703.88,373944.18,-54240.3,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,MEDIA,NA,NR,Group Trust
'65249B208,'BBGVT51,USD,UNITED STATES OF AMERICA (THE),NEWS CORP   CLASS B,COMMON STOCK,12/31/1899,0,0,8597.27,121651.37,121626.21,25.15,0,121651.37,121626.21,25.15,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,MEDIA,NA,NR,Group Trust
'65251F105,'B1L7CP5,USD,UNITED STATES OF AMERICA (THE),NEWSTAR FINANCIAL INC,COMMON STOCK USD.01,12/31/1899,0,0,415.44,4362.17,4463.09,-100.92,0,4362.17,4463.09,-100.92,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,DIVERSIFIED FINANCIAL SERVICES,NA,NR,Group Trust
'65251F105,'B1L7CP5,USD,UNITED STATES OF AMERICA (THE),NEWSTAR FINANCIAL INC,COMMON STOCK USD.01,12/31/1899,0,0,2169.22,22776.83,28293.76,-5516.93,0,22776.83,28293.76,-5516.93,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,DIVERSIFIED FINANCIAL SERVICES,NA,NR,Group Trust
'713083905,'7130836,EUR,FRANCE,NEXANS SA,COMMON STOCK EUR1.,12/31/1899,0,0,2892.06,158000.28,147849.48,10150.81,0,138529.91,132840.94,5688.97,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,ELECTRICAL EQUIPMENT,NA,NA,Group Trust
'698495900,'6984959,KRW,KOREA (THE REPUBLIC OF),NEXEN TIRE CORP,COMMON STOCK KRW500.0,12/31/1899,0,0,3278.43,38252.89,43954.76,-5701.87,0,43767045.7,49631523.16,-5864477.47,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,AUTO COMPONENTS,NA,NA,Group Trust
'65342H102,'BD20XX2,USD,UNITED STATES OF AMERICA (THE),NEXEO SOLUTIONS INC,COMMON STOCK,12/31/1899,0,0,2148.65,17833.77,17539.25,294.53,0,17833.77,17539.25,294.53,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,TRADING COMPANIES & DISTRIBUTO,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'B037JC905,'B037JC2,EUR,FRANCE,NEXITY,COMMON STOCK EUR5.0,12/31/1899,0,0,17247.99,1000921.41,881530.44,119390.97,0,877577.87,807120.63,70457.24,0,6/30/17,EQUITY,COMMON STOCK,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVEL,NA,NA,Group Trust
'65341D102,'BWC6PW6,USD,UNITED STATES OF AMERICA (THE),NEXPOINT RESIDENTIAL,REIT USD.01,12/31/1899,0,0,1373.83,34194.51,22466.21,11728.3,0,34194.51,22466.21,11728.3,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'65336K103,'2949758,USD,UNITED STATES OF AMERICA (THE),NEXSTAR MEDIA GROUP INC CL A,COMMON STOCK USD.01,12/31/1899,0,0,3998.48,239109.1,180856.4,58252.69,0,239109.1,180856.4,58252.69,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,MEDIA,NA,B-,Group Trust
'320898901,'3208986,GBP,UNITED KINGDOM,NEXT PLC,COMMON STOCK GBP.1,12/31/1899,0,0,736,36864.39,40740.65,-3876.26,0,28380.16,31802.56,-3422.4,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,MULTILINE RETAIL,NA,NA,Group Trust
'BBPD5F902,'BBPD5F0,HKD,HONG KONG,NEXTEER AUTOMOTIVE GROUP LTD,COMMON STOCK HKD.1,12/31/1899,0,0,56232.56,88168.95,77483.84,10685.11,0,688286.52,601048.36,87238.16,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,AUTO COMPONENTS,NA,NA,Group Trust
'65339F101,'2328915,USD,UNITED STATES OF AMERICA (THE),NEXTERA ENERGY INC,COMMON STOCK USD.01,12/31/1899,0,0,30020.41,4206759.48,2674099.48,1532660,0,4206759.48,2674099.48,1532660,0,6/30/17,EQUITY,COMMON STOCK,UTILITIES,ELECTRIC UTILITIES,NA,A,Group Trust
'661950006,'6619507,JPY,JAPAN,NGK INSULATORS LTD,COMMON STOCK,12/31/1899,0,0,1800,35868.64,38399.78,-2531.14,0,4030200,4185000,-154800,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,NA,Group Trust
'653708008,'6537085,KRW,KOREA (THE REPUBLIC OF),NH INVESTMENT + SECURITIES C,COMMON STOCK KRW5000.0,12/31/1899,0,0,4267.11,55383.13,44229.84,11153.29,0,63366605.64,50609000.6,12757605.04,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,CAPITAL MARKETS,NA,NA,Group Trust
'661964007,'6619648,JPY,JAPAN,NHK SPRING CO LTD,COMMON STOCK,12/31/1899,0,0,19300,202859.56,205985.23,-3125.67,0,22793300,22500368,292932,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,AUTO COMPONENTS,NA,NA,Group Trust
'65342T106,'BF2CWX5,USD,UNITED STATES OF AMERICA (THE),NI HOLDINGS INC,COMMON STOCK USD.01,12/31/1899,0,0,854.32,15275.16,14654.01,621.15,0,15275.16,14654.01,621.15,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,INSURANCE,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'62914B100,'2438126,USD,UNITED STATES OF AMERICA (THE),NIC INC,COMMON STOCK,12/31/1899,0,0,5629.23,106673.89,121074.12,-14400.22,0,106673.89,121074.12,-14400.22,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,INTERNET SOFTWARE & SERVICES,NA,A-,Group Trust
'663842003,'6638427,JPY,JAPAN,NICHIBAN CO LTD,COMMON STOCK,12/31/1899,0,0,2444.89,20758.53,14564.46,6194.08,0,2332428.74,1612551.99,719876.75,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES,NA,NA,Group Trust
'663833903,'6638331,JPY,JAPAN,NICHIHA CORP,COMMON STOCK,12/31/1899,0,0,20390.41,718636.9,275566.84,443070.06,0,80746042.38,30699637.54,50046404.84,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,BUILDING PRODUCTS,NA,NA,Group Trust
'663868008,'6638687,JPY,JAPAN,NICHIREKI CO LTD,COMMON STOCK,12/31/1899,0,0,12151.12,143507.83,120724.18,22783.65,0,16124539.5,12696784.87,3427754.63,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,CONSTRUCTION & ENGINEERING,NA,NA,Group Trust
'603708900,'6037080,JPY,JAPAN,NICHIRIN CO LTD,COMMON STOCK,12/31/1899,0,0,2762.73,58200.27,43176.32,15023.95,0,6539382.04,4947904.55,1591477.49,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,AUTO COMPONENTS,NA,NA,Group Trust
'B00VZV905,'B00VZV8,AUD,AUSTRALIA,NICK SCALI LTD,COMMON STOCK,12/31/1899,0,0,6014.93,28097.74,30877.5,-2779.76,0,36630.91,41755.38,-5124.47,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,SPECIALTY RETAIL,NA,NA,Group Trust
'65406E102,'2012865,USD,UNITED STATES OF AMERICA (THE),NICOLET BANKSHARES INC,COMMON STOCK,12/31/1899,0,0,743.03,40650.91,33135.74,7515.16,0,40650.91,33135.74,7515.16,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'664068004,'6640682,JPY,JAPAN,NIDEC CORP,COMMON STOCK,12/31/1899,0,0,35065.97,3592108.85,3688665.92,-96557.07,0,403609350.3,407072007.7,-3462657.44,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,ELECTRICAL EQUIPMENT,NA,NA,Group Trust
'G6518L108,'BWFY550,USD,UNITED STATES OF AMERICA (THE),NIELSEN HOLDINGS PLC,COMMON STOCK EUR.07,12/31/1899,0,0,22817.98,882143.13,873599.13,8544,0,882143.13,873599.13,8544,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,PROFESSIONAL SERVICES,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'664688900,'6646884,JPY,JAPAN,NIPPON STEEL + SUMIKIN BUSSA,COMMON STOCK,12/31/1899,0,0,1222.45,58641.77,52787.21,5854.56,0,6588988.94,5878354.87,710634.07,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,TRADING COMPANIES & DISTRIBUTO,NA,NA,Group Trust
'BSZLN1907,'BSZLN15,TWD,TAIWAN (PROVINCE OF CHINA),NIEN MADE ENTERPRISE CO LTD,COMMON STOCK TWD10.0,12/31/1899,0,0,3463.9,38430.79,31693.24,6737.55,0,1169064.66,1024330.28,144734.38,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES,0,0,Group Trust
'658972906,'6589729,JPY,JAPAN,NIHON DENGI CO LTD,COMMON STOCK,12/31/1899,0,0,1760.32,42488.41,39048.49,3439.91,0,4773997.54,4389575.14,384422.4,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,BUILDING PRODUCTS,NA,NA,Group Trust
'617584909,'6175849,JPY,JAPAN,NIHON ESLEAD CORP,COMMON STOCK,12/31/1899,0,0,1833.67,29930.15,26206.66,3723.49,0,3362951.5,2895368.24,467583.26,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES,NA,NA,Group Trust
'663997005,'6639970,JPY,JAPAN,NIHON KOHDEN CORP,COMMON STOCK,12/31/1899,0,0,83189.18,1920547.69,1815375.33,105172.36,0,215792738.1,200757803.2,15034934.92,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE EQUIPMENT & SUPPLI,NA,NA,Group Trust
'698534005,'6985349,JPY,JAPAN,NIHON YAMAMURA GLASS CO LTD,COMMON STOCK,12/31/1899,0,0,7579.17,12276.69,13983.78,-1707.09,0,1379409.11,1461934.55,-82525.44,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CONTAINERS & PACKAGING,NA,NA,Group Trust
'654106103,'2640147,USD,UNITED STATES OF AMERICA (THE),NIKE INC  CL B,COMMON STOCK USD1.0,12/31/1899,0,0,92666.42,5467318.7,3364058.3,2103260.4,0,5467318.7,3364058.3,2103260.4,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,"TEXTILES, APPAREL & LUXURY GOO",NA,A+,Group Trust
'B0WC2B902,'B0WC2B8,HKD,HONG KONG,NINE DRAGONS PAPER HOLDINGS,COMMON STOCK HKD.1,12/31/1899,0,0,44079.77,58724.46,43058.28,15666.18,0,458429.56,334432.93,123996.63,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,PAPER & FOREST PRODUCTS,NA,NA,Group Trust
'664078003,'6640789,JPY,JAPAN,NIPPO CORP,COMMON STOCK,12/31/1899,0,0,1000,20105.02,18635.59,1469.43,0,2259000,2031000,228000,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,CONSTRUCTION & ENGINEERING,NA,NA,Group Trust
'664078003,'6640789,JPY,JAPAN,NIPPO CORP,COMMON STOCK,12/31/1899,0,0,10000,201050.2,186355.92,14694.28,0,22590000,20310000,2280000,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,CONSTRUCTION & ENGINEERING,NA,NA,Group Trust
'664066008,'6640660,JPY,JAPAN,NIPPON BEET SUGAR MFG CO LTD,COMMON STOCK,12/31/1899,0,0,562.33,10780.07,11058.78,-278.71,0,1211249.31,1156140.43,55108.89,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,NA,Group Trust
'673587903,'6735878,JPY,JAPAN,NIPPON CARE SUPPLY CO LTD,COMMON STOCK,12/31/1899,0,0,1564.73,18828.03,18598.31,229.72,0,2115517.75,2036051.37,79466.38,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE PROVIDERS & SERVIC,NA,NA,Group Trust
'664035003,'6640358,JPY,JAPAN,NIPPON CHEMI CON CORP,COMMON STOCK,12/31/1899,0,0,4000,14453.54,11854.85,2598.69,0,1624000,1292000,332000,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"ELECTRONIC EQUIP, INSTRUMENT &",NA,NA,Group Trust
'664031002,'6640314,JPY,JAPAN,NIPPON CHEMICAL INDUSTRIAL,COMMON STOCK,12/31/1899,0,0,17358.75,35069.74,41166.94,-6097.21,0,3940435.42,4678823.93,-738388.51,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CHEMICALS,NA,NA,Group Trust
'664222007,'6642224,JPY,JAPAN,NIPPON CHEMIPHAR CO LTD,COMMON STOCK,12/31/1899,0,0,611.22,28069.71,31679.67,-3609.96,0,3153913.07,3883626.12,-729713.04,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,PHARMACEUTICALS,NA,NA,Group Trust
'664036001,'6640369,JPY,JAPAN,NIPPON DENKO CO LTD,COMMON STOCK,12/31/1899,0,0,7897.01,27832.1,17886.34,9945.76,0,3127214.83,1942058.89,1185155.94,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,METALS & MINING,NA,NA,Group Trust
'664350006,'6643506,JPY,JAPAN,NIPPON FILCON CO LTD,COMMON STOCK,12/31/1899,0,0,831.26,4535.11,4144.53,390.58,0,509564.78,474154.89,35409.89,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,NA,Group Trust
'664126000,'6641265,JPY,JAPAN,NIPPON HUME CORP,COMMON STOCK,12/31/1899,0,0,1686.98,10254.58,10651,-396.41,0,1152205.13,1134250.32,17954.81,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,BUILDING PRODUCTS,NA,NA,Group Trust
'664050002,'6640507,JPY,JAPAN,NIPPON PAINT HOLDINGS CO LTD,COMMON STOCK,12/31/1899,0,0,2300,86997.15,84626.32,2370.83,0,9775000,9223000,552000,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CHEMICALS,NA,NA,Group Trust
'664150000,'6641500,JPY,JAPAN,NIPPON PISTON RING CO LTD,COMMON STOCK,12/31/1899,0,0,5232.07,104213.06,104434.02,-220.96,0,11709379.03,11551370.68,158008.36,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,AUTO COMPONENTS,NA,NA,Group Trust
'664246006,'6642462,JPY,JAPAN,NIPPON ROAD CO LTD,COMMON STOCK,12/31/1899,0,0,20048.13,105629.16,101228.14,4401.03,0,11868492.72,11093320.55,775172.18,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,CONSTRUCTION & ENGINEERING,NA,NA,Group Trust
'664058005,'6640585,JPY,JAPAN,NIPPON SODA CO LTD,COMMON STOCK,12/31/1899,0,0,2200.4,12141.78,11887.7,254.08,0,1364250.77,1297959.19,66291.59,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CHEMICALS,NA,NA,Group Trust
'664058005,'6640585,JPY,JAPAN,NIPPON SODA CO LTD,COMMON STOCK,12/31/1899,0,0,4000,22071.91,21580.95,490.96,0,2480000,2352000,128000,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CHEMICALS,NA,NA,Group Trust
'664876901,'6648761,JPY,JAPAN,NIPPON SYSTEMWARE CO LTD,COMMON STOCK,12/31/1899,0,0,1589.18,26208.19,12168.62,14039.57,0,2944752.4,1359397.41,1585354.99,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SOFTWARE,NA,NA,Group Trust
'BWT5TK902,'BWT5TK2,HKD,HONG KONG,NIRAKU GC HOLDINGS INC,COMMON STOCK,12/31/1899,0,0,144737.72,18726.19,20584.24,-1858.05,0,146185.09,159703.95,-13518.85,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,"HOTELS, RESTAURANTS & LEISURE",0,0,Group Trust
'601692908,'6016926,JPY,JAPAN,NISHIMATSUYA CHAIN CO LTD,COMMON STOCK,12/31/1899,0,0,6381.17,65424.63,62763.55,2661.08,0,7351111.25,7249689.72,101421.53,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,SPECIALTY RETAIL,NA,NA,Group Trust
'663832004,'6638320,JPY,JAPAN,NISHIO RENT ALL CO LTD,COMMON STOCK,12/31/1899,0,0,400,12744.75,11817.29,927.46,0,1432000,1296857,135143,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,TRADING COMPANIES & DISTRIBUTO,NA,NA,Group Trust
'B58V69907,'B58V690,TWD,TAIWAN (PROVINCE OF CHINA),NISHOKU TECHNOLOGY INC,COMMON STOCK TWD10.,12/31/1899,0,0,8489.52,25368.09,19178.65,6189.44,0,771697.19,610293.36,161403.82,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,NA,Group Trust
'B58V69907,'B58V690,TWD,TAIWAN (PROVINCE OF CHINA),NISHOKU TECHNOLOGY INC,COMMON STOCK TWD10.,12/31/1899,0,0,14424.87,43103.91,35895.35,7208.56,0,1311221.02,1119752.34,191468.68,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,NA,Group Trust
'65473P105,'2645409,USD,UNITED STATES OF AMERICA (THE),NISOURCE INC,COMMON STOCK USD.01,12/31/1899,0,0,21289.68,539906.21,272885.15,267021.07,0,539906.21,272885.15,267021.07,0,6/30/17,EQUITY,COMMON STOCK,UTILITIES,MULTI-UTILITIES,NA,B+,Group Trust
'689574002,'6895749,JPY,JAPAN,NISSAN TOKYO SALES HOLDINGS,COMMON STOCK,12/31/1899,0,0,2933.87,11018.99,11082.63,-63.63,0,1238094.25,1118032.6,120061.65,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,SPECIALTY RETAIL,NA,NA,Group Trust
'664689908,'6646895,JPY,JAPAN,NISSEI PLASTIC INDUSTRIAL CO,COMMON STOCK,12/31/1899,0,0,7530.27,71308.39,65181.11,6127.28,0,8012210.55,7113673.92,898536.63,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,NA,Group Trust
